Page_title	page_id	%revision	objective_frequency	obj_avg	well_writ_freq	well_writ_avg
Ludwig_van_Beethoven	17914	481035653	37	3.594595	37	3.756757
Light	17939	455819929	40	3.300000	42	3.809524
Fibonacci	17949	451072096	43	3.488372	48	3.395833
Fibonacci	17949	461551035	43	3.000000	45	3.133333
Fibonacci	17949	489456065	0	0.000000	33	3.515152
Fibonacci	17949	444813800	53	3.641509	59	3.728814
Fibonacci	17949	496071041	41	3.219512	44	2.909091
Fibonacci	17949	492272464	38	3.078947	37	3.243243
Fibonacci	17949	470081844	71	3.253521	79	3.316456
Fibonacci	17949	483243614	39	3.538462	41	3.463415
Leonardo_da_Vinci	18079	492273154	32	3.218750	33	3.606061
Leonardo_da_Vinci	18079	477515288	34	3.882353	36	4.111111
Leonardo_da_Vinci	18079	488008594	58	3.568966	60	3.666667
Leonardo_da_Vinci	18079	471777303	59	3.491525	70	3.728571
Leonardo_da_Vinci	18079	455468183	0	0.000000	36	3.694444
Leonardo_da_Vinci	18079	494189735	31	2.967742	35	3.171429
Leonardo_da_Vinci	18079	493069859	34	3.558824	37	3.891892
Leonardo_da_Vinci	18079	482653930	34	4.029412	38	4.131579
Leonardo_da_Vinci	18079	469110674	0	0.000000	31	4.096774
Leonardo_da_Vinci	18079	481433243	33	4.212121	36	4.055556
Leonardo_da_Vinci	18079	459018661	0	0.000000	31	4.193548
Leonardo_da_Vinci	18079	496887771	0	0.000000	30	4.100000
Leonardo_da_Vinci	18079	453469152	31	3.580645	32	3.562500
Lacrosse	18080	492603469	0	0.000000	31	3.741935
Lacrosse	18080	477170046	0	0.000000	33	3.242424
Los_Angeles_Dodgers	18213	442758015	34	3.852941	33	4.000000
Lunar_eclipse	18298	471065628	83	3.638554	95	3.684211
Louis_Armstrong	18313	478157009	71	3.352113	76	3.644737
Louis_Armstrong	18313	474431971	51	3.725490	53	3.905660
Law_of_multiple_proportions	18339	454457877	44	3.840909	49	3.612245
Law_of_multiple_proportions	18339	448581668	32	3.656250	35	3.514286
Law_of_multiple_proportions	18339	434097719	33	3.454545	38	3.263158
Leet	18562	453671531	0	0.000000	34	4.088235
Linkin_Park	18646	459918513	39	4.487179	44	4.545455
Linkin_Park	18646	454506224	0	0.000000	34	4.647059
Linkin_Park	18646	451183590	45	4.200000	56	4.464286
Linkin_Park	18646	456261102	0	0.000000	38	4.500000
Louis_Riel	18664	486155195	42	3.428571	45	3.200000
Mathematics	18831	455253171	0	0.000000	31	4.064516
Mathematics	18831	476494155	0	0.000000	32	4.406250
Mathematics	18831	472618836	0	0.000000	32	4.031250
Mathematics	18831	464405960	30	4.233333	33	4.060606
Mathematics	18831	442299860	37	4.027027	43	4.162791
Music	18839	498447410	0	0.000000	32	3.125000
Music	18839	483411665	0	0.000000	32	3.500000
Mouse	18845	466197977	32	3.531250	38	3.657895
Morse_code	18935	459496290	0	0.000000	33	3.484848
Mineral	19053	482662124	40	3.600000	46	3.652174
Mineral	19053	475249105	32	3.531250	35	3.514286
Moon	19331	472404704	0	0.000000	32	4.187500
Marco_Polo	19334	492279704	55	3.381818	58	3.379310
Marco_Polo	19334	464043180	32	3.250000	35	3.457143
Marco_Polo	19334	478680652	36	3.555556	37	3.351351
Marco_Polo	19334	456901970	0	0.000000	31	3.451613
Marco_Polo	19334	453894641	47	3.021277	50	2.960000
Marco_Polo	19334	488697091	39	3.256410	44	3.613636
Marco_Polo	19334	459087095	52	3.173077	57	3.263158
Mohandas_Karamchand_Gandhi	19379	448283203	0	0.000000	31	3.967742
Mohandas_Karamchand_Gandhi	19379	458181321	36	3.861111	39	4.230769
Mohandas_Karamchand_Gandhi	19379	451448061	0	0.000000	30	3.600000
Muslim	19541	479348609	0	0.000000	32	3.406250
Muslim	19541	496127921	0	0.000000	34	3.441176
Microscope	19568	498309383	0	0.000000	31	3.516129
Microscope	19568	459482460	45	3.288889	52	3.365385
Mercury_(planet)	19694	455498251	32	3.156250	36	3.333333
Mercury_(planet)	19694	460974917	0	0.000000	30	3.766667
Mercury_(planet)	19694	494141200	0	0.000000	31	3.387097
Margaret_Thatcher	19831	486651756	0	0.000000	35	4.257143
Memory_address_register	20070	455577933	30	3.366667	37	3.486486
M._C._Escher	20127	446883199	30	3.366667	32	2.843750
Mano-a-mano	20130	439733176	0	0.000000	33	4.242424
Mesopotamia	20189	492283152	0	0.000000	33	3.696970
Mesopotamia	20189	469220594	47	3.510638	53	3.698113
Mesopotamia	20189	473518934	35	3.571429	39	3.794872
Mesopotamia	20189	454157305	69	3.695652	72	3.652778
Mesopotamia	20189	442918524	31	3.419355	35	3.200000
Manatee	20204	492609749	35	3.885714	41	4.097561
Manatee	20204	464522983	31	3.516129	34	3.941176
Microorganism	20377	450783366	34	3.441176	36	3.750000
Marie_Curie	20408	459399279	0	0.000000	35	4.342857
Marie_Curie	20408	459412689	0	0.000000	40	4.175000
Marie_Curie	20408	459431659	0	0.000000	32	4.718750
Marie_Curie	20408	456871680	47	3.872340	62	4.032258
Marie_Curie	20408	464174403	0	0.000000	30	3.966667
Marie_Curie	20408	443584342	53	4.301887	59	4.067797
Marie_Curie	20408	469614027	0	0.000000	34	3.970588
Michael_Jordan	20455	478027375	0	0.000000	33	4.181818
Mohs_scale_of_mineral_hardness	20474	475324066	30	3.666667	32	4.031250
Marbury_v._Madison	20715	472970040	32	3.312500	34	3.323529
Malware	20901	446443673	53	4.094340	73	3.931507
Neil_Armstrong	21247	462264111	0	0.000000	33	3.696970
Neil_Armstrong	21247	482245976	31	3.580645	34	3.470588
Neil_Armstrong	21247	452601692	30	3.733333	36	3.972222
Neil_Armstrong	21247	457038311	55	3.545455	60	3.800000
Neon	21273	458544640	47	4.127660	48	3.937500
Neon	21273	474929715	72	3.722222	72	3.819444
Nanotechnology	21488	451183546	34	3.470588	43	3.813953
Neoclassical_economics	21634	495142766	61	1.065574	71	1.042254
Natural_resource	21675	494861068	35	4.142857	39	3.974359
Natural_resource	21675	487027684	38	3.526316	40	3.850000
New_York_Mets	21728	442558193	32	4.000000	32	3.968750
Nuclear_weapon	21785	465784898	33	3.848485	34	4.029412
Nuclear_weapon	21785	488184008	43	3.511628	48	3.916667
Nervous_system	21944	479751780	87	3.574713	104	3.586538
Nuclear_power	22153	489837571	0	0.000000	31	3.451613
Nuclear_power	22153	481591235	35	3.200000	37	3.459459
Onomatopoeia	22529	459918518	38	3.184211	43	3.279070
Olympic_Games	22576	492296206	36	3.972222	37	4.135135
Olympic_Games	22576	496132124	33	3.666667	38	3.921053
Olympic_Games	22576	497148611	77	3.246753	83	3.373494
Olympic_Games	22576	493860696	73	3.465753	78	3.538462
Olympic_Games	22576	499619298	31	2.838710	31	3.064516
Ötzi	22742	456075540	35	3.885714	40	3.925000
Ötzi	22742	452685779	0	0.000000	30	3.933333
Physics	22939	496016885	38	4.236842	44	4.522727
Physics	22939	486327256	30	3.800000	33	4.212121
Poseidon	22948	451359233	0	0.000000	32	3.531250
Poseidon	22948	461859722	0	0.000000	32	3.125000
Poseidon	22948	471501963	122	3.213115	135	3.259259
Poseidon	22948	487545547	36	3.472222	37	3.297297
Poseidon	22948	457505389	36	3.750000	37	3.378378
Periodic_table	23053	450834375	42	3.214286	47	3.617021
Periodic_table	23053	460722907	35	3.657143	40	3.825000
Periodic_table	23053	439357326	0	0.000000	31	4.161290
Periodic_table	23053	455073202	32	3.875000	35	3.628571
Periodic_table	23053	458207713	35	3.800000	43	3.674419
Plain	23264	450495511	30	2.866667	30	3.266667
Pythagoras	23275	471254287	0	0.000000	32	3.406250
Pythagoras	23275	492298774	123	3.804878	128	3.906250
Pythagoras	23275	476786590	0	0.000000	30	3.433333
Pythagoras	23275	442423988	0	0.000000	30	3.566667
Pythagoras	23275	489336438	42	3.809524	45	3.711111
Printing_press	23295	450036505	64	3.156250	67	3.522388
Physician	23315	462035793	58	4.706897	58	4.775862
Paper-and-pencil_game	23472	442807240	0	0.000000	31	3.548387
Pi	23601	469157922	30	4.200000	0	0.000000
Pi	23601	451812420	0	0.000000	34	4.205882
Pi	23601	458521813	32	4.125000	35	4.171429
Pi	23601	481740011	37	3.837838	41	3.756098
Pi	23601	479586090	43	4.000000	47	3.851064
Protein	23634	454113516	0	0.000000	32	3.843750
Philadelphia_Phillies	23741	442672286	53	3.566038	53	3.773585
Pokémon	23745	451118618	42	4.309524	44	4.409091
Pokémon	23745	455886113	33	4.212121	33	4.242424
Pokémon	23745	458401691	33	3.727273	33	3.727273
Pokémon	23745	437808713	85	4.400000	91	4.395604
Pokémon	23745	454355019	35	4.342857	35	4.228571
Pokémon	23745	444335733	31	4.419355	33	4.363636
Platypus	23749	486397716	37	3.513514	44	3.772727
Platypus	23749	458201897	0	0.000000	36	3.888889
Platypus	23749	480164659	39	3.384615	41	3.463415
Platypus	23749	473006453	38	3.473684	41	3.414634
Penguin	23878	493989142	71	3.774648	79	3.873418
Penguin	23878	463593747	33	2.969697	39	3.538462
Penguin	23878	477071110	30	3.100000	31	3.516129
Penguin	23878	488476589	35	3.200000	41	3.463415
Penguin	23878	449334880	47	3.255319	50	3.720000
Penguin	23878	468919509	52	3.730769	60	3.800000
Penguin	23878	482526053	56	3.732143	62	3.951613
Pulley	23889	485385495	37	3.405405	39	3.384615
Pulley	23889	492301438	31	3.290323	40	3.600000
Per_capita_income	23893	450088807	32	3.000000	37	2.621622
Per_capita_income	23893	451893487	40	3.375000	40	3.800000
Ptolemy	23979	477621641	35	2.685714	39	2.641026
Peloponnesian_War	24121	445096895	37	4.000000	37	3.864865
Pablo_Picasso	24176	487470827	34	3.382353	35	3.514286
Pablo_Picasso	24176	479584069	45	3.422222	50	3.620000
Pablo_Picasso	24176	456945986	41	4.048780	44	4.272727
Pablo_Picasso	24176	474935538	48	4.020833	49	4.020408
Polar_bear	24408	461755168	30	3.866667	35	3.885714
Polar_bear	24408	474437711	72	3.597222	76	3.592105
Polar_bear	24408	497528952	0	0.000000	30	4.166667
Polar_bear	24408	480565628	40	3.475000	44	3.681818
Photosynthesis	24544	455466297	35	3.000000	38	3.315789
Photosynthesis	24544	462428021	30	3.733333	30	3.800000
Prefix	24564	462057288	52	2.865385	56	3.107143
Prefix	24564	454928864	30	3.733333	32	3.218750
Prefix	24564	450847990	33	3.000000	35	3.057143
Pizza	24768	451820042	0	0.000000	30	4.133333
Pizza	24768	489107436	51	1.725490	51	1.764706
Pollution	24872	496241689	76	3.868421	88	3.965909
Pollution	24872	500264799	50	3.660000	58	3.965517
Plate_tectonics	24944	486928934	43	3.418605	47	3.425532
Plate_tectonics	24944	471615912	45	2.977778	49	3.244898
Plate_tectonics	24944	457822163	0	0.000000	31	3.322581
Plate_tectonics	24944	460268518	53	3.566038	57	3.701754
PlayStation_3	24951	489304716	37	3.729730	42	4.214286
Pronoun	24985	450717678	0	0.000000	31	3.580645
Rugby_World_Cup	25406	443081169	0	0.000000	34	4.117647
Rapping	25421	454194086	0	0.000000	31	3.903226
Rebuttal	25488	457420538	43	3.465116	46	3.239130
Renaissance	25532	468971443	32	3.406250	31	3.451613
Renaissance	25532	487586023	0	0.000000	34	3.411765
Robert_E._Lee	25740	484409779	34	3.529412	37	3.675676
Russian_Revolution	25762	446890965	0	0.000000	34	3.470588
Romeo_and_Juliet	25821	466509061	64	3.828125	65	3.861538
Romeo_and_Juliet	25821	495659630	0	0.000000	31	3.419355
Romeo_and_Juliet	25821	479617966	102	3.421569	105	3.466667
Romeo_and_Juliet	25821	474508549	36	4.000000	40	3.925000
Radiation	25856	473608836	34	3.470588	34	3.470588
Robert_Frost	25951	444369456	41	3.975610	47	4.276596
Robert_Frost	25951	491735881	72	3.680556	88	3.943182
Robert_Frost	25951	488924000	45	3.288889	45	3.400000
Ferragosto	8414750	443668771	0	0.000000	31	3.645161
Real_Madrid_C.F.	26413	478127079	31	1.645161	32	1.875000
Red_panda	26441	486554183	34	3.735294	37	3.972973
Rosa_Parks	26458	476452224	32	3.750000	34	4.000000
Rosa_Parks	26458	471341981	107	3.644860	130	3.923077
Rosa_Parks	26458	455317044	0	0.000000	32	3.875000
Rosa_Parks	26458	481066308	30	4.166667	31	4.000000
Rosa_Parks	26458	477846475	34	3.794118	37	3.891892
Rosa_Parks	26458	486130279	0	0.000000	36	4.000000
Rosa_Parks	26458	488356094	42	3.452381	47	3.723404
Rose	26537	441423034	43	3.604651	51	4.039216
Rose	26537	449169727	67	3.656716	76	3.605263
Rose	26537	472251842	47	3.468085	50	3.680000
Rabbit	26573	482913687	30	3.400000	37	3.459459
Rabbit	26573	471604062	0	0.000000	31	3.838710
Robert_Moog	26581	493973427	54	3.814815	59	4.067797
SHA-1	26672	497676975	30	3.833333	35	3.828571
Star_Wars	26678	455435220	0	0.000000	30	3.800000
Science	26700	496225020	33	4.272727	34	4.000000
Science	26700	451303188	32	3.468750	33	3.757576
Sun	26751	488512146	0	0.000000	33	3.848485
Statutory_law	26784	444511821	32	2.750000	36	2.833333
Sex	26805	482304897	33	3.303030	39	3.538462
Sex	26805	488308359	39	3.717949	43	3.720930
Sex	26805	478992138	33	3.848485	0	0.000000
Sex	26805	445725083	112	3.669643	119	3.638655
Sex	26805	496314282	40	3.900000	46	3.717391
Sex	26805	455331893	148	3.391892	155	3.812903
Sex	26805	462540101	189	3.317460	213	3.699531
Sex	26805	438786675	69	4.101449	73	4.000000
Solar_System	26903	476515297	34	4.176471	40	4.325000
Moira_Kelly_(humanitarian)	25170325	447763790	0	0.000000	36	4.500000
Singapore	27318	451110304	0	0.000000	33	4.060606
Sexual_intercourse	27546	487071222	32	3.812500	30	4.066667
Range_(statistics)	27588	460644491	0	0.000000	34	3.352941
Stonehenge	27633	475439668	30	3.900000	32	3.843750
Stonehenge	27633	479166892	38	3.842105	43	3.906977
Space	27667	475729743	85	3.400000	88	3.465909
Solar_energy	27743	467902992	33	3.545455	39	3.538462
Solar_energy	27743	460414379	34	2.941176	38	2.973684
Solar_energy	27743	457672754	34	4.235294	37	3.945946
Solar_energy	27743	497173826	0	0.000000	31	4.032258
Solar_energy	27743	485869174	0	0.000000	30	3.433333
Stem_cell	27783	461175793	32	3.593750	37	3.567568
Succubus	27796	442121022	39	3.333333	43	4.093023
Structural_isomer	27969	442476243	38	3.842105	40	3.850000
Simple_machine	28002	450611296	33	3.575758	35	3.742857
School	28022	491526576	32	3.500000	34	3.411765
Samurai	28288	482827357	31	3.838710	33	3.818182
San_Francisco_Giants	28416	442213793	34	4.000000	33	4.000000
Simple_harmonic_motion	28437	458061445	0	0.000000	34	4.235294
Simple_harmonic_motion	28437	450452772	40	4.125000	46	4.239130
Statue_of_Liberty	28617	488135296	50	3.760000	54	4.092593
Sonic_the_Hedgehog_(character)	29056	442691685	37	4.162162	41	4.292683
Super_Bowl_XXX	29155	450966419	48	3.708333	39	3.769231
Snake	29370	478634330	32	3.812500	36	4.027778
Tennis	29773	459307272	31	3.967742	35	4.114286
Thomas_Edison	29778	454319642	38	3.921053	44	3.977273
Thomas_Edison	29778	493850199	38	3.000000	40	3.450000
Thomas_Edison	29778	470887584	50	3.840000	55	3.690909
Thomas_Edison	29778	443720877	0	0.000000	37	3.864865
Thomas_Edison	29778	496510659	0	0.000000	30	3.466667
Thomas_Edison	29778	475221203	37	3.081081	44	3.568182
Thomas_Edison	29778	479375109	59	3.864407	64	3.687500
Thomas_Edison	29778	482664946	40	3.400000	45	3.933333
Thomas_Edison	29778	450089926	42	3.761905	43	3.906977
The_Beatles	29812	443129729	0	0.000000	31	4.419355
Thomas_Hobbes	29823	450729885	35	3.457143	37	3.486486
Television	29831	460550957	41	3.414634	47	3.127660
Television	29831	475400673	0	0.000000	30	3.666667
Television	29831	455522658	0	0.000000	30	3.000000
Troll	29957	448729265	0	0.000000	34	3.794118
Troll	29957	443860787	33	3.545455	34	3.176471
Troll	29957	483339330	36	2.750000	37	3.162162
Telephone	30003	477998464	0	0.000000	32	3.500000
Telephone	30003	450148289	30	3.400000	0	0.000000
Trojan_War	30058	463244564	32	3.375000	34	3.470588
Trojan_War	30058	450186903	0	0.000000	30	3.500000
Tiger	30075	464118032	0	0.000000	34	4.676471
Tiger	30075	489709389	43	3.558140	44	3.886364
Tutankhamun	30437	471472531	32	2.906250	37	3.351351
Tutankhamun	30437	457643034	0	0.000000	30	3.466667
Tutankhamun	30437	450192946	39	3.794872	46	3.804348
Tutankhamun	30437	442735261	0	0.000000	33	4.272727
Tutankhamun	30437	462041261	62	3.403226	63	3.428571
Tutankhamun	30437	474514250	34	4.058824	39	4.102564
Tutankhamun	30437	477686677	60	3.466667	68	3.705882
Table_tennis	30589	443071002	0	0.000000	35	3.771429
Tundra	30684	492324489	80	3.075000	81	3.358025
Tundra	30684	440302099	30	2.733333	33	2.787879
Tundra	30684	471820184	85	3.247059	88	3.500000
Tundra	30684	448922418	90	3.766667	92	3.750000
Tundra	30684	480853436	103	3.271845	111	3.279279
Tundra	30684	458402130	46	3.326087	49	3.204082
Tundra	30684	461795945	49	3.428571	53	3.377358
Tsunami	31161	456927509	33	3.878788	40	4.000000
Tsunami	31161	480259998	38	3.552632	41	3.707317
Tsunami	31161	492325596	44	3.909091	46	3.869565
Tsunami	31161	452102457	40	3.925000	50	3.980000
Tsunami	31161	495533754	39	3.948718	47	4.340426
Tsunami	31161	497785023	121	3.975207	143	4.111888
Tsunami	31161	487833161	34	3.294118	41	3.853659
Tsunami	31161	474915036	0	0.000000	31	4.000000
Tsunami	31161	468580459	98	3.846939	107	3.990654
Tsunami	31161	455032940	0	0.000000	32	3.750000
Tsunami	31161	447289840	0	0.000000	30	3.933333
Tsunami	31161	462081521	46	3.673913	50	4.100000
Lord_of_the_Flies	31584	472535673	0	0.000000	30	4.166667
Transient_ischemic_attack	31621	452111943	0	0.000000	32	4.468750
Transient_ischemic_attack	31621	441880921	0	0.000000	49	4.428571
Thirteenth_Amendment_to_the_United_States_Constitution	31665	454025457	39	3.358974	42	3.333333
United_Kingdom	31717	452179633	32	3.625000	32	3.843750
United_Nations	31769	494847871	51	3.725490	53	3.962264
United_Nations	31769	488623530	42	3.428571	41	3.853659
United_States_Declaration_of_Independence	31874	480449792	33	3.303030	35	3.542857
United_States_Declaration_of_Independence	31874	455312177	39	3.846154	48	3.979167
United_States_Declaration_of_Independence	31874	461286892	47	3.872340	52	3.884615
Vacuole	32347	457066536	0	0.000000	30	3.166667
Vampire	32362	467338884	31	3.419355	38	4.105263
Vampire	32362	452679175	43	3.488372	51	3.725490
Vampire	32362	458678295	118	3.923729	147	4.081633
Vampire	32362	446606764	37	3.972973	51	3.803922
Vampire	32362	441714095	0	0.000000	34	4.176471
Vampire	32362	472062662	0	0.000000	30	4.333333
Vampire	32362	498947660	0	0.000000	35	3.885714
Vampire	32362	492846286	34	4.088235	42	4.285714
Vampire	32362	495149520	0	0.000000	33	3.909091
Vampire	32362	474291153	98	3.622449	125	3.984000
Vampire	32362	500912421	0	0.000000	38	4.236842
Vampire	32362	455657711	69	3.391304	73	3.643836
Vagina	32476	441169878	31	4.193548	32	4.062500
Volleyball	32558	471127187	50	3.760000	67	3.985075
Volleyball	32558	485568171	59	4.101695	67	3.835821
Volleyball	32558	444999728	53	3.830189	71	3.873239
Volleyball	32558	494540852	49	3.795918	54	4.129630
Volleyball	32558	452407627	0	0.000000	36	3.972222
Volleyball	32558	455130970	33	3.757576	38	3.763158
Volcano	32571	478166124	49	3.040816	54	3.592593
Volcano	32571	481830288	209	3.511962	220	3.727273
Volcano	32571	492695700	154	3.370130	166	3.614458
Volcano	32571	498394214	31	3.258065	36	3.444444
Volcano	32571	441523757	33	3.818182	41	4.048780
Volcano	32571	470761262	48	3.833333	56	4.071429
Volcano	32571	456012083	91	3.417582	93	3.354839
Volcano	32571	474479539	50	3.360000	53	3.679245
Volcano	32571	467648855	34	3.617647	42	3.690476
Volcano	32571	447431261	64	3.468750	77	3.649351
Volcano	32571	454478440	33	3.696970	35	3.657143
Volcano	32571	459861738	62	3.532258	67	3.880597
Volcano	32571	452097265	41	3.780488	45	3.733333
Volcano	32571	462258806	93	3.677419	101	3.752475
Volcano	32571	472472569	51	3.784314	55	3.600000
Volcano	32571	480520062	37	3.000000	37	3.270270
Vincent_van_Gogh	32603	496047376	0	0.000000	32	3.625000
Vincent_van_Gogh	32603	485591988	52	3.307692	59	3.627119
Viking	32610	483220949	43	3.255814	44	3.227273
Voltmeter	32743	472695095	33	2.606061	35	3.028571
Wiki	32851	491629701	121	3.363636	126	3.230159
Wiki	32851	441527809	39	3.538462	45	3.866667
Wiki	32851	448894222	35	3.057143	42	3.190476
Wiki	32851	451107603	30	3.600000	31	3.741935
Wiki	32851	455638431	31	3.064516	31	3.000000
Wiki	32851	452077482	75	3.306667	75	3.413333
Wiki	32851	476415148	30	2.966667	36	3.138889
Wiki	32851	474376759	46	3.282609	48	3.312500
Wiki	32851	477953733	115	3.052174	123	3.146341
Wiki	32851	489405132	39	3.769231	42	3.571429
Wiki	32851	471634252	79	3.594937	86	3.662791
Wiki	32851	484653156	60	3.250000	61	3.344262
Wiki	32851	460998493	38	2.763158	41	3.170732
Wiki	32851	457195237	49	3.632653	53	3.660377
Wiki	32851	468590316	37	3.675676	43	3.697674
Wiki	32851	459583991	32	3.093750	33	3.212121
Wiki	32851	497428550	67	3.208955	71	3.211268
World_War_II	32927	462685505	0	0.000000	30	3.766667
World_War_II	32927	449333303	32	3.593750	36	3.861111
World_War_II	32927	459766719	41	3.414634	49	3.918367
